14	15	16	17	18	19	20	21	22	23	5	6	7	8	9	10	11	12	13
Bar	LightPurple	LightPurple	Rabbit	Rabbit	Lock	Sawblade	LightGreen	Sawblade	Dodecagon	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	DarkGray	LightTurquiose	LightTurquiose	LightTurquiose
Bar	LightPurple	LightPurple	Rabbit	Rabbit	Lock	Sawblade	LightGreen	Sawblade	Dodecagon	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	DarkGray	LightTurquiose	LightTurquiose	LightTurquiose
Bar_Choice	LightPurple_Choice	LightPurple_Choice	Rabbit_Choice	Rabbit_Choice	Lock_Choice	Sawblade_Choice	LightGreen_Choice	Sawblade_Choice	Dodecagon_Choice	Bar_Choice	DarkGreen_Choice	LightYellow_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkGray_Choice	LightTurquiose_Choice	LightTurquiose_Choice	LightTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock	Bar	Bar	Sawblade	LightGreen	Diamond	LightPurple	Lock	LightYellow	LightPurple	Hat	Bar	DarkGreen	Hat	Sawblade	Spade	Sawblade	Sawblade	Spade
Lock	Bar	Bar	Sawblade	LightGreen	Diamond	LightPurple	Lock	LightYellow	LightPurple	Hat	Bar	DarkGreen	Hat	Sawblade	Spade	Sawblade	Sawblade	Spade
Lock	Bar	Bar	Sawblade	LightGreen	Diamond	LightPurple	Lock	LightYellow	LightPurple	Hat	Bar	DarkGreen	Hat	Sawblade	Spade	Sawblade	Sawblade	Spade
Lock_Choice	Bar_Choice	Bar_Choice	Sawblade_Choice	LightGreen_Choice	Diamond_Choice	LightPurple_Choice	Lock_Choice	LightYellow_Choice	LightPurple_Choice	Hat_Choice	Bar_Choice	DarkGreen_Choice	Hat_Choice	Sawblade_Choice	Spade_Choice	Sawblade_Choice	Sawblade_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	Rabbit	Rabbit	LightPurple	DarkGreen	Lock	Diamond	LightPurple	LightYellow	Rabbit	Bar	DarkGreen	DarkGreen	LightGreen	DarkGray	DarkGray	Hat	Hat	LightTurquiose
Sawblade	Rabbit	Rabbit	LightPurple	DarkGreen	Lock	Diamond	LightPurple	LightYellow	Rabbit	Bar	DarkGreen	DarkGreen	LightGreen	DarkGray	DarkGray	Hat	Hat	LightTurquiose
Sawblade	Rabbit	Rabbit	LightPurple	DarkGreen	Lock	Diamond	LightPurple	LightYellow	Rabbit	Bar	DarkGreen	DarkGreen	LightGreen	DarkGray	DarkGray	Hat	Hat	LightTurquiose
Sawblade_Choice	Rabbit_Choice	Rabbit_Choice	LightPurple_Choice	DarkGreen_Choice	Lock_Choice	Diamond_Choice	LightPurple_Choice	LightYellow_Choice	Rabbit_Choice	Bar_Choice	DarkGreen_Choice	DarkGreen_Choice	LightGreen_Choice	DarkGray_Choice	DarkGray_Choice	Hat_Choice	Hat_Choice	LightTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	Rabbit	Rabbit	Lock	Lock	Sawblade	LightYellow	LightBlue	LightBlue	Hat	LightGreen	LightYellow	Diamond	Diamond	DarkGray	Bar	Hat	Hat	DarkGray
Sawblade	Rabbit	Rabbit	Lock	Lock	Sawblade	LightYellow	LightBlue	LightBlue	Hat	LightGreen	LightYellow	Diamond	Diamond	DarkGray	Bar	Hat	Hat	DarkGray
Sawblade	Rabbit	Rabbit	Lock	Lock	Sawblade	LightYellow	LightBlue	LightBlue	Hat	LightGreen	LightYellow	Diamond	Diamond	DarkGray	Bar	Hat	Hat	DarkGray
Sawblade_Choice	Rabbit_Choice	Rabbit_Choice	Lock_Choice	Lock_Choice	Sawblade_Choice	LightYellow_Choice	LightBlue_Choice	LightBlue_Choice	Hat_Choice	LightGreen_Choice	LightYellow_Choice	Diamond_Choice	Diamond_Choice	DarkGray_Choice	Bar_Choice	Hat_Choice	Hat_Choice	DarkGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen	DarkGreen	DarkGreen	DarkGreen	LightBlue	Rabbit	LightGreen	Lock	Sawblade	LightGreen	DarkGray	Hat	LightYellow	LightGreen	DarkGreen	Spade	LightTurquiose	LightTurquiose	Sawblade
LightGreen	DarkGreen	DarkGreen	DarkGreen	LightBlue	Rabbit	LightGreen	Lock	Sawblade	LightGreen	DarkGray	Hat	LightYellow	LightGreen	DarkGreen	Spade	LightTurquiose	LightTurquiose	Sawblade
LightGreen	DarkGreen	DarkGreen	DarkGreen	LightBlue	Rabbit	LightGreen	Lock	Sawblade	LightGreen	DarkGray	Hat	LightYellow	LightGreen	DarkGreen	Spade	LightTurquiose	LightTurquiose	Sawblade
LightGreen_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkGreen_Choice	LightBlue_Choice	Rabbit_Choice	LightGreen_Choice	Lock_Choice	Sawblade_Choice	LightGreen_Choice	DarkGray_Choice	Hat_Choice	LightYellow_Choice	LightGreen_Choice	DarkGreen_Choice	Spade_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	Bar	Bar	DarkGreen	LightPurple	Lock	LightBlue	Lock	LightBlue	Hat	LightGreen	Lock	DarkGray	DarkGreen	Spade	Sawblade	LightBlue	LightBlue	DarkGreen
LightBlue	Bar	Bar	DarkGreen	LightPurple	Lock	LightBlue	Lock	LightBlue	Hat	LightGreen	Lock	DarkGray	DarkGreen	Spade	Sawblade	LightBlue	LightBlue	DarkGreen
LightBlue	Bar	Bar	DarkGreen	LightPurple	Lock	LightBlue	Lock	LightBlue	Hat	LightGreen	Lock	DarkGray	DarkGreen	Spade	Sawblade	LightBlue	LightBlue	DarkGreen
LightBlue_Choice	Bar_Choice	Bar_Choice	DarkGreen_Choice	LightPurple_Choice	Lock_Choice	LightBlue_Choice	Lock_Choice	LightBlue_Choice	Hat_Choice	LightGreen_Choice	Lock_Choice	DarkGray_Choice	DarkGreen_Choice	Spade_Choice	Sawblade_Choice	LightBlue_Choice	LightBlue_Choice	DarkGreen_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	LightGreen	LightGreen	LightPurple	LightGreen	LightBlue	Diamond	LightYellow	LightBlue	Dodecagon	LightGreen	Hat	Lock	DarkGray	DarkGreen	LightBlue	Bar	Bar	DarkGreen
Bar	LightGreen	LightGreen	LightPurple	LightGreen	LightBlue	Diamond	LightYellow	LightBlue	Dodecagon	LightGreen	Hat	Lock	DarkGray	DarkGreen	LightBlue	Bar	Bar	DarkGreen
Bar	LightGreen	LightGreen	LightPurple	LightGreen	LightBlue	Diamond	LightYellow	LightBlue	Dodecagon	LightGreen	Hat	Lock	DarkGray	DarkGreen	LightBlue	Bar	Bar	DarkGreen
Bar_Choice	LightGreen_Choice	LightGreen_Choice	LightPurple_Choice	LightGreen_Choice	LightBlue_Choice	Diamond_Choice	LightYellow_Choice	LightBlue_Choice	Dodecagon_Choice	LightGreen_Choice	Hat_Choice	Lock_Choice	DarkGray_Choice	DarkGreen_Choice	LightBlue_Choice	Bar_Choice	Bar_Choice	DarkGreen_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	LightGreen	LightGreen	Sawblade	Sawblade	LightPurple	LightPurple	Diamond	Rabbit	DarkGray	LightYellow	DarkGreen	Lock	Bar	Hat	DarkGreen	Bar	Bar	DarkGray
LightBlue	LightGreen	LightGreen	Sawblade	Sawblade	LightPurple	LightPurple	Diamond	Rabbit	DarkGray	LightYellow	DarkGreen	Lock	Bar	Hat	DarkGreen	Bar	Bar	DarkGray
LightBlue	LightGreen	LightGreen	Sawblade	Sawblade	LightPurple	LightPurple	Diamond	Rabbit	DarkGray	LightYellow	DarkGreen	Lock	Bar	Hat	DarkGreen	Bar	Bar	DarkGray
LightBlue_Choice	LightGreen_Choice	LightGreen_Choice	Sawblade_Choice	Sawblade_Choice	LightPurple_Choice	LightPurple_Choice	Diamond_Choice	Rabbit_Choice	DarkGray_Choice	LightYellow_Choice	DarkGreen_Choice	Lock_Choice	Bar_Choice	Hat_Choice	DarkGreen_Choice	Bar_Choice	Bar_Choice	DarkGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Rabbit	Lock	Lock	DarkGreen	Lock	LightPurple	Sawblade	Diamond	LightPurple	LightPurple	LightYellow	Lock	Bar	Bar	Sawblade	LightTurquiose	Hat	Hat	LightTurquiose
Rabbit	Lock	Lock	DarkGreen	Lock	LightPurple	Sawblade	Diamond	LightPurple	LightPurple	LightYellow	Lock	Bar	Bar	Sawblade	LightTurquiose	Hat	Hat	LightTurquiose
Rabbit	Lock	Lock	DarkGreen	Lock	LightPurple	Sawblade	Diamond	LightPurple	LightPurple	LightYellow	Lock	Bar	Bar	Sawblade	LightTurquiose	Hat	Hat	LightTurquiose
Rabbit_Choice	Lock_Choice	Lock_Choice	DarkGreen_Choice	Lock_Choice	LightPurple_Choice	Sawblade_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	LightYellow_Choice	Lock_Choice	Bar_Choice	Bar_Choice	Sawblade_Choice	LightTurquiose_Choice	Hat_Choice	Hat_Choice	LightTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock	LightPurple	LightPurple	LightGreen	Bar	LightGreen	Diamond	Rabbit	Lock	Hat	LightGreen	LightYellow	Lock	DarkGray	Spade	LightTurquiose	DarkGreen	DarkGreen	Hat
Lock	LightPurple	LightPurple	LightGreen	Bar	LightGreen	Diamond	Rabbit	Lock	Hat	LightGreen	LightYellow	Lock	DarkGray	Spade	LightTurquiose	DarkGreen	DarkGreen	Hat
Lock	LightPurple	LightPurple	LightGreen	Bar	LightGreen	Diamond	Rabbit	Lock	Hat	LightGreen	LightYellow	Lock	DarkGray	Spade	LightTurquiose	DarkGreen	DarkGreen	Hat
Lock_Choice	LightPurple_Choice	LightPurple_Choice	LightGreen_Choice	Bar_Choice	LightGreen_Choice	Diamond_Choice	Rabbit_Choice	Lock_Choice	Hat_Choice	LightGreen_Choice	LightYellow_Choice	Lock_Choice	DarkGray_Choice	Spade_Choice	LightTurquiose_Choice	DarkGreen_Choice	DarkGreen_Choice	Hat_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock	DarkGreen	DarkGreen	LightPurple	Sawblade	Sawblade	Sawblade	LightYellow	Rabbit	Hat	Hat	Diamond	DarkGray	Diamond	LightBlue	Bar	Bar	Bar	LightBlue
Lock	DarkGreen	DarkGreen	LightPurple	Sawblade	Sawblade	Sawblade	LightYellow	Rabbit	Hat	Hat	Diamond	DarkGray	Diamond	LightBlue	Bar	Bar	Bar	LightBlue
Lock	DarkGreen	DarkGreen	LightPurple	Sawblade	Sawblade	Sawblade	LightYellow	Rabbit	Hat	Hat	Diamond	DarkGray	Diamond	LightBlue	Bar	Bar	Bar	LightBlue
Lock_Choice	DarkGreen_Choice	DarkGreen_Choice	LightPurple_Choice	Sawblade_Choice	Sawblade_Choice	Sawblade_Choice	LightYellow_Choice	Rabbit_Choice	Hat_Choice	Hat_Choice	Diamond_Choice	DarkGray_Choice	Diamond_Choice	LightBlue_Choice	Bar_Choice	Bar_Choice	Bar_Choice	LightBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen	LightBlue	LightBlue	LightPurple	Bar	Lock	Sawblade	LightPurple	Rabbit	DarkTurquiose	DarkGray	Lock	DarkGray	DarkGray	DarkGray	LightTurquiose	Sawblade	Sawblade	Spade
LightGreen	LightBlue	LightBlue	LightPurple	Bar	Lock	Sawblade	LightPurple	Rabbit	DarkTurquiose	DarkGray	Lock	DarkGray	DarkGray	DarkGray	LightTurquiose	Sawblade	Sawblade	Spade
LightGreen	LightBlue	LightBlue	LightPurple	Bar	Lock	Sawblade	LightPurple	Rabbit	DarkTurquiose	DarkGray	Lock	DarkGray	DarkGray	DarkGray	LightTurquiose	Sawblade	Sawblade	Spade
LightGreen_Choice	LightBlue_Choice	LightBlue_Choice	LightPurple_Choice	Bar_Choice	Lock_Choice	Sawblade_Choice	LightPurple_Choice	Rabbit_Choice	DarkTurquiose_Choice	DarkGray_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	LightTurquiose_Choice	Sawblade_Choice	Sawblade_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Rabbit	DarkGreen	DarkGreen	Rabbit	Bar	LightGreen	LightGreen	Rabbit	Diamond	LightGreen	LightYellow	Diamond	Hat	DarkGreen	Hat	DarkGreen	Sawblade	Sawblade	Hat
Rabbit	DarkGreen	DarkGreen	Rabbit	Bar	LightGreen	LightGreen	Rabbit	Diamond	LightGreen	LightYellow	Diamond	Hat	DarkGreen	Hat	DarkGreen	Sawblade	Sawblade	Hat
Rabbit	DarkGreen	DarkGreen	Rabbit	Bar	LightGreen	LightGreen	Rabbit	Diamond	LightGreen	LightYellow	Diamond	Hat	DarkGreen	Hat	DarkGreen	Sawblade	Sawblade	Hat
Rabbit_Choice	DarkGreen_Choice	DarkGreen_Choice	Rabbit_Choice	Bar_Choice	LightGreen_Choice	LightGreen_Choice	Rabbit_Choice	Diamond_Choice	LightGreen_Choice	LightYellow_Choice	Diamond_Choice	Hat_Choice	DarkGreen_Choice	Hat_Choice	DarkGreen_Choice	Sawblade_Choice	Sawblade_Choice	Hat_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
