14	15	16	17	18	19	20	21	22	23	5	24	25	6	7	8	9	10	11	12	13
Bar	UpArrow	Bar	DarkGray	Nail	Nail	LightTurquiose	UpArrow	Diamond	UpArrow	Bar	UpArrow	Bar	LightTurquiose	LightTurquiose	Spade	DarkBlue	DarkBlue	Diamond	Spade	UpArrow
Bar_Choice	UpArrow_Choice	Bar_Choice	DarkGray_Choice	Nail_Choice	Nail_Choice	LightTurquiose_Choice	UpArrow_Choice	Diamond_Choice	UpArrow_Choice	Bar_Choice	UpArrow_Choice	Bar_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Spade_Choice	DarkBlue_Choice	DarkBlue_Choice	Diamond_Choice	Spade_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow	DarkGreen	LightYellow	Hat	Hat	Hat	Spade	Nail	DarkRed	Nail	Hat	Nail	Hat	Hat	Nail	DarkRed	LightYellow	LightYellow	Bar	Nail	DarkGreen
LightYellow	DarkGreen	LightYellow	Hat	Hat	Hat	Spade	Nail	DarkRed	Nail	Hat	Nail	Hat	Hat	Nail	DarkRed	LightYellow	LightYellow	Bar	Nail	DarkGreen
LightYellow	DarkGreen	LightYellow	Hat	Hat	Hat	Spade	Nail	DarkRed	Nail	Hat	Nail	Hat	Hat	Nail	DarkRed	LightYellow	LightYellow	Bar	Nail	DarkGreen
LightYellow_Choice	DarkGreen_Choice	LightYellow_Choice	Hat_Choice	Hat_Choice	Hat_Choice	Spade_Choice	Nail_Choice	DarkRed_Choice	Nail_Choice	Hat_Choice	Nail_Choice	Hat_Choice	Hat_Choice	Nail_Choice	DarkRed_Choice	LightYellow_Choice	LightYellow_Choice	Bar_Choice	Nail_Choice	DarkGreen_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	DarkGreen	Bar	DarkRed	DarkGray	DarkGray	DarkBlue	DarkRed	DarkRed	DarkRed	Spade	DarkRed	Spade	Hat	DarkBlue	Hat	Spade	Spade	Diamond	Diamond	DarkGreen
Bar	DarkGreen	Bar	DarkRed	DarkGray	DarkGray	DarkBlue	DarkRed	DarkRed	DarkRed	Spade	DarkRed	Spade	Hat	DarkBlue	Hat	Spade	Spade	Diamond	Diamond	DarkGreen
Bar	DarkGreen	Bar	DarkRed	DarkGray	DarkGray	DarkBlue	DarkRed	DarkRed	DarkRed	Spade	DarkRed	Spade	Hat	DarkBlue	Hat	Spade	Spade	Diamond	Diamond	DarkGreen
Bar_Choice	DarkGreen_Choice	Bar_Choice	DarkRed_Choice	DarkGray_Choice	DarkGray_Choice	DarkBlue_Choice	DarkRed_Choice	DarkRed_Choice	DarkRed_Choice	Spade_Choice	DarkRed_Choice	Spade_Choice	Hat_Choice	DarkBlue_Choice	Hat_Choice	Spade_Choice	Spade_Choice	Diamond_Choice	Diamond_Choice	DarkGreen_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	Rabbit	UpArrow	DarkGray	DarkBlue	DarkBlue	Bar	LightTurquiose	Bar	LightTurquiose	LightPurple	LightTurquiose	LightPurple	UpArrow	Diamond	Rabbit	Bar	Bar	DarkGray	Nail	Rabbit
UpArrow	Rabbit	UpArrow	DarkGray	DarkBlue	DarkBlue	Bar	LightTurquiose	Bar	LightTurquiose	LightPurple	LightTurquiose	LightPurple	UpArrow	Diamond	Rabbit	Bar	Bar	DarkGray	Nail	Rabbit
UpArrow	Rabbit	UpArrow	DarkGray	DarkBlue	DarkBlue	Bar	LightTurquiose	Bar	LightTurquiose	LightPurple	LightTurquiose	LightPurple	UpArrow	Diamond	Rabbit	Bar	Bar	DarkGray	Nail	Rabbit
UpArrow_Choice	Rabbit_Choice	UpArrow_Choice	DarkGray_Choice	DarkBlue_Choice	DarkBlue_Choice	Bar_Choice	LightTurquiose_Choice	Bar_Choice	LightTurquiose_Choice	LightPurple_Choice	LightTurquiose_Choice	LightPurple_Choice	UpArrow_Choice	Diamond_Choice	Rabbit_Choice	Bar_Choice	Bar_Choice	DarkGray_Choice	Nail_Choice	Rabbit_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	Bar	UpArrow	Spade	Rabbit	Rabbit	Spade	DarkGreen	Rabbit	DarkGreen	DarkRed	DarkGreen	DarkRed	DarkGray	LightPurple	DarkGreen	LightPurple	LightPurple	UpArrow	Rabbit	Bar
UpArrow	Bar	UpArrow	Spade	Rabbit	Rabbit	Spade	DarkGreen	Rabbit	DarkGreen	DarkRed	DarkGreen	DarkRed	DarkGray	LightPurple	DarkGreen	LightPurple	LightPurple	UpArrow	Rabbit	Bar
UpArrow	Bar	UpArrow	Spade	Rabbit	Rabbit	Spade	DarkGreen	Rabbit	DarkGreen	DarkRed	DarkGreen	DarkRed	DarkGray	LightPurple	DarkGreen	LightPurple	LightPurple	UpArrow	Rabbit	Bar
UpArrow_Choice	Bar_Choice	UpArrow_Choice	Spade_Choice	Rabbit_Choice	Rabbit_Choice	Spade_Choice	DarkGreen_Choice	Rabbit_Choice	DarkGreen_Choice	DarkRed_Choice	DarkGreen_Choice	DarkRed_Choice	DarkGray_Choice	LightPurple_Choice	DarkGreen_Choice	LightPurple_Choice	LightPurple_Choice	UpArrow_Choice	Rabbit_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkRed	DarkRed	DarkGray	DarkRed	DarkRed	DarkGreen	Nail	DarkGray	Nail	Diamond	Nail	Diamond	Nail	Diamond	DarkGray	DarkBlue	DarkBlue	Rabbit	LightYellow	DarkRed
DarkRed	DarkRed	DarkRed	DarkGray	DarkRed	DarkRed	DarkGreen	Nail	DarkGray	Nail	Diamond	Nail	Diamond	Nail	Diamond	DarkGray	DarkBlue	DarkBlue	Rabbit	LightYellow	DarkRed
DarkRed	DarkRed	DarkRed	DarkGray	DarkRed	DarkRed	DarkGreen	Nail	DarkGray	Nail	Diamond	Nail	Diamond	Nail	Diamond	DarkGray	DarkBlue	DarkBlue	Rabbit	LightYellow	DarkRed
DarkRed_Choice	DarkRed_Choice	DarkRed_Choice	DarkGray_Choice	DarkRed_Choice	DarkRed_Choice	DarkGreen_Choice	Nail_Choice	DarkGray_Choice	Nail_Choice	Diamond_Choice	Nail_Choice	Diamond_Choice	Nail_Choice	Diamond_Choice	DarkGray_Choice	DarkBlue_Choice	DarkBlue_Choice	Rabbit_Choice	LightYellow_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	DarkBlue	Nail	LightYellow	Rabbit	Rabbit	Spade	DarkGreen	Rabbit	DarkGreen	DarkBlue	DarkGreen	DarkBlue	LightYellow	Spade	DarkGray	LightPurple	LightPurple	Diamond	Diamond	DarkBlue
Nail	DarkBlue	Nail	LightYellow	Rabbit	Rabbit	Spade	DarkGreen	Rabbit	DarkGreen	DarkBlue	DarkGreen	DarkBlue	LightYellow	Spade	DarkGray	LightPurple	LightPurple	Diamond	Diamond	DarkBlue
Nail	DarkBlue	Nail	LightYellow	Rabbit	Rabbit	Spade	DarkGreen	Rabbit	DarkGreen	DarkBlue	DarkGreen	DarkBlue	LightYellow	Spade	DarkGray	LightPurple	LightPurple	Diamond	Diamond	DarkBlue
Nail_Choice	DarkBlue_Choice	Nail_Choice	LightYellow_Choice	Rabbit_Choice	Rabbit_Choice	Spade_Choice	DarkGreen_Choice	Rabbit_Choice	DarkGreen_Choice	DarkBlue_Choice	DarkGreen_Choice	DarkBlue_Choice	LightYellow_Choice	Spade_Choice	DarkGray_Choice	LightPurple_Choice	LightPurple_Choice	Diamond_Choice	Diamond_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	DarkRed	LightPurple	DarkBlue	DarkBlue	DarkBlue	Spade	LightYellow	LightTurquiose	LightYellow	DarkGray	LightYellow	DarkGray	Rabbit	LightYellow	DarkGreen	Nail	Nail	DarkGreen	LightTurquiose	DarkRed
LightPurple	DarkRed	LightPurple	DarkBlue	DarkBlue	DarkBlue	Spade	LightYellow	LightTurquiose	LightYellow	DarkGray	LightYellow	DarkGray	Rabbit	LightYellow	DarkGreen	Nail	Nail	DarkGreen	LightTurquiose	DarkRed
LightPurple	DarkRed	LightPurple	DarkBlue	DarkBlue	DarkBlue	Spade	LightYellow	LightTurquiose	LightYellow	DarkGray	LightYellow	DarkGray	Rabbit	LightYellow	DarkGreen	Nail	Nail	DarkGreen	LightTurquiose	DarkRed
LightPurple_Choice	DarkRed_Choice	LightPurple_Choice	DarkBlue_Choice	DarkBlue_Choice	DarkBlue_Choice	Spade_Choice	LightYellow_Choice	LightTurquiose_Choice	LightYellow_Choice	DarkGray_Choice	LightYellow_Choice	DarkGray_Choice	Rabbit_Choice	LightYellow_Choice	DarkGreen_Choice	Nail_Choice	Nail_Choice	DarkGreen_Choice	LightTurquiose_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	LightYellow	DarkGray	UpArrow	DarkGreen	DarkGreen	Diamond	Nail	LightYellow	Nail	LightTurquiose	Nail	LightTurquiose	Nail	DarkGray	UpArrow	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow
DarkGray	LightYellow	DarkGray	UpArrow	DarkGreen	DarkGreen	Diamond	Nail	LightYellow	Nail	LightTurquiose	Nail	LightTurquiose	Nail	DarkGray	UpArrow	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow
DarkGray	LightYellow	DarkGray	UpArrow	DarkGreen	DarkGreen	Diamond	Nail	LightYellow	Nail	LightTurquiose	Nail	LightTurquiose	Nail	DarkGray	UpArrow	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow
DarkGray_Choice	LightYellow_Choice	DarkGray_Choice	UpArrow_Choice	DarkGreen_Choice	DarkGreen_Choice	Diamond_Choice	Nail_Choice	LightYellow_Choice	Nail_Choice	LightTurquiose_Choice	Nail_Choice	LightTurquiose_Choice	Nail_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	UpArrow_Choice	DarkRed_Choice	DarkBlue_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	UpArrow	LightPurple	LightTurquiose	Diamond	Diamond	Hat	LightTurquiose	DarkGreen	LightTurquiose	Rabbit	LightTurquiose	Rabbit	Bar	Diamond	Diamond	LightPurple	LightPurple	LightPurple	DarkBlue	UpArrow
LightPurple	UpArrow	LightPurple	LightTurquiose	Diamond	Diamond	Hat	LightTurquiose	DarkGreen	LightTurquiose	Rabbit	LightTurquiose	Rabbit	Bar	Diamond	Diamond	LightPurple	LightPurple	LightPurple	DarkBlue	UpArrow
LightPurple	UpArrow	LightPurple	LightTurquiose	Diamond	Diamond	Hat	LightTurquiose	DarkGreen	LightTurquiose	Rabbit	LightTurquiose	Rabbit	Bar	Diamond	Diamond	LightPurple	LightPurple	LightPurple	DarkBlue	UpArrow
LightPurple_Choice	UpArrow_Choice	LightPurple_Choice	LightTurquiose_Choice	Diamond_Choice	Diamond_Choice	Hat_Choice	LightTurquiose_Choice	DarkGreen_Choice	LightTurquiose_Choice	Rabbit_Choice	LightTurquiose_Choice	Rabbit_Choice	Bar_Choice	Diamond_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	DarkBlue	UpArrow	DarkGray	Rabbit	Rabbit	LightTurquiose	UpArrow	Hat	UpArrow	Rabbit	UpArrow	Rabbit	DarkGreen	LightYellow	UpArrow	LightTurquiose	LightTurquiose	Rabbit	Hat	DarkBlue
UpArrow	DarkBlue	UpArrow	DarkGray	Rabbit	Rabbit	LightTurquiose	UpArrow	Hat	UpArrow	Rabbit	UpArrow	Rabbit	DarkGreen	LightYellow	UpArrow	LightTurquiose	LightTurquiose	Rabbit	Hat	DarkBlue
UpArrow	DarkBlue	UpArrow	DarkGray	Rabbit	Rabbit	LightTurquiose	UpArrow	Hat	UpArrow	Rabbit	UpArrow	Rabbit	DarkGreen	LightYellow	UpArrow	LightTurquiose	LightTurquiose	Rabbit	Hat	DarkBlue
UpArrow_Choice	DarkBlue_Choice	UpArrow_Choice	DarkGray_Choice	Rabbit_Choice	Rabbit_Choice	LightTurquiose_Choice	UpArrow_Choice	Hat_Choice	UpArrow_Choice	Rabbit_Choice	UpArrow_Choice	Rabbit_Choice	DarkGreen_Choice	LightYellow_Choice	UpArrow_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Rabbit_Choice	Hat_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hat	LightTurquiose	Hat	Bar	Hat	Hat	Bar	Bar	LightPurple	Bar	Spade	Bar	Spade	LightPurple	Hat	LightYellow	LightPurple	LightPurple	LightPurple	DarkBlue	LightTurquiose
Hat	LightTurquiose	Hat	Bar	Hat	Hat	Bar	Bar	LightPurple	Bar	Spade	Bar	Spade	LightPurple	Hat	LightYellow	LightPurple	LightPurple	LightPurple	DarkBlue	LightTurquiose
Hat	LightTurquiose	Hat	Bar	Hat	Hat	Bar	Bar	LightPurple	Bar	Spade	Bar	Spade	LightPurple	Hat	LightYellow	LightPurple	LightPurple	LightPurple	DarkBlue	LightTurquiose
Hat_Choice	LightTurquiose_Choice	Hat_Choice	Bar_Choice	Hat_Choice	Hat_Choice	Bar_Choice	Bar_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice	Bar_Choice	Spade_Choice	LightPurple_Choice	Hat_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice	LightTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	DarkRed	Nail	Bar	DarkGreen	DarkGreen	DarkGray	LightTurquiose	Spade	LightTurquiose	UpArrow	LightTurquiose	UpArrow	LightYellow	LightYellow	LightPurple	LightPurple	LightPurple	Bar	Spade	DarkRed
Nail	DarkRed	Nail	Bar	DarkGreen	DarkGreen	DarkGray	LightTurquiose	Spade	LightTurquiose	UpArrow	LightTurquiose	UpArrow	LightYellow	LightYellow	LightPurple	LightPurple	LightPurple	Bar	Spade	DarkRed
Nail	DarkRed	Nail	Bar	DarkGreen	DarkGreen	DarkGray	LightTurquiose	Spade	LightTurquiose	UpArrow	LightTurquiose	UpArrow	LightYellow	LightYellow	LightPurple	LightPurple	LightPurple	Bar	Spade	DarkRed
Nail_Choice	DarkRed_Choice	Nail_Choice	Bar_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkGray_Choice	LightTurquiose_Choice	Spade_Choice	LightTurquiose_Choice	UpArrow_Choice	LightTurquiose_Choice	UpArrow_Choice	LightYellow_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
