,condition_name,condition_integer,condition_group,beta_path,session,correct,ima
40,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Dodecagon_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Dodecagon_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Dodecagon_delay_2_0_instance_beta.nii.gz']",scd_20230713,0,19
41,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Nail_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Nail_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Nail_delay_2_0_instance_beta.nii.gz']",scd_20230713,1,19
42,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Nail_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Nail_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Nail_delay_2_1_instance_beta.nii.gz']",scd_20230713,1,19
43,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_2_0_instance_beta.nii.gz']",scd_20230713,1,19
44,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_2_1_instance_beta.nii.gz']",scd_20230713,1,19
45,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/19/LightGray_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGray_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGray_delay_2_0_instance_beta.nii.gz']",scd_20230713,1,19
46,Lock,24,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Lock_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_2_0_instance_beta.nii.gz']",scd_20230713,0,19
47,Lock,24,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Lock_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_2_1_instance_beta.nii.gz']",scd_20230713,1,19
48,Lock,24,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Lock_delay_0_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_1_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_2_2_instance_beta.nii.gz']",scd_20230713,1,19
49,Lock,24,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Lock_delay_0_3_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_1_3_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_2_3_instance_beta.nii.gz']",scd_20230713,0,19
50,Venn,28,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Venn_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Venn_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Venn_delay_2_0_instance_beta.nii.gz']",scd_20230713,0,19
51,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkTurquiose_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
52,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkTurquiose_Choice_1_instance_beta.nii.gz'],scd_20230713,0,19
53,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkTurquiose_Choice_2_instance_beta.nii.gz'],scd_20230713,0,19
54,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkTurquiose_Choice_3_instance_beta.nii.gz'],scd_20230713,0,19
55,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkTurquiose_Choice_4_instance_beta.nii.gz'],scd_20230713,0,19
56,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkBlue_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
57,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Dodecagon_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
58,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Nail_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
59,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Nail_Choice_1_instance_beta.nii.gz'],scd_20230713,0,19
60,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/LightGreen_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
61,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/LightGreen_Choice_1_instance_beta.nii.gz'],scd_20230713,0,19
62,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/LightGray_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
63,Lock_Choice,52,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Lock_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
64,Lock_Choice,52,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Lock_Choice_1_instance_beta.nii.gz'],scd_20230713,0,19
65,Lock_Choice,52,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Lock_Choice_2_instance_beta.nii.gz'],scd_20230713,0,19
66,Lock_Choice,52,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Lock_Choice_3_instance_beta.nii.gz'],scd_20230713,0,19
67,Venn_Choice,56,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Venn_Choice_0_instance_beta.nii.gz'],scd_20230713,0,19
68,DarkTurquiose,4,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_delay_2_0_instance_beta.nii.gz']",scd_20230713,0,20
69,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_2_0_instance_beta.nii.gz']",scd_20230713,1,20
70,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_2_1_instance_beta.nii.gz']",scd_20230713,1,20
71,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_0_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_1_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_2_2_instance_beta.nii.gz']",scd_20230713,1,20
72,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_0_3_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_1_3_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_2_3_instance_beta.nii.gz']",scd_20230713,1,20
73,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_2_0_instance_beta.nii.gz']",scd_20230713,0,20
74,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_2_1_instance_beta.nii.gz']",scd_20230713,0,20
75,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_0_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_1_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_2_2_instance_beta.nii.gz']",scd_20230713,0,20
76,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Nail_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Nail_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Nail_delay_2_0_instance_beta.nii.gz']",scd_20230713,1,20
77,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Nail_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Nail_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Nail_delay_2_1_instance_beta.nii.gz']",scd_20230713,1,20
78,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_2_0_instance_beta.nii.gz']",scd_20230713,1,20
79,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_2_1_instance_beta.nii.gz']",scd_20230713,1,20
80,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_0_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_1_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_2_2_instance_beta.nii.gz']",scd_20230713,1,20
81,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_2_0_instance_beta.nii.gz']",scd_20230713,0,20
82,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_2_1_instance_beta.nii.gz']",scd_20230713,0,20
83,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_0_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_1_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_2_2_instance_beta.nii.gz']",scd_20230713,0,20
84,Venn,28,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Venn_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Venn_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Venn_delay_2_0_instance_beta.nii.gz']",scd_20230713,0,20
85,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_Choice_0_instance_beta.nii.gz'],scd_20230713,0,20
86,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_Choice_0_instance_beta.nii.gz'],scd_20230713,0,20
87,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_Choice_1_instance_beta.nii.gz'],scd_20230713,0,20
88,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_Choice_2_instance_beta.nii.gz'],scd_20230713,0,20
89,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_Choice_3_instance_beta.nii.gz'],scd_20230713,0,20
90,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_Choice_0_instance_beta.nii.gz'],scd_20230713,0,20
91,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_Choice_1_instance_beta.nii.gz'],scd_20230713,0,20
92,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_Choice_2_instance_beta.nii.gz'],scd_20230713,0,20
93,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Nail_Choice_0_instance_beta.nii.gz'],scd_20230713,0,20
94,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Nail_Choice_1_instance_beta.nii.gz'],scd_20230713,0,20
95,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGreen_Choice_0_instance_beta.nii.gz'],scd_20230713,0,20
96,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGreen_Choice_1_instance_beta.nii.gz'],scd_20230713,0,20
97,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGreen_Choice_2_instance_beta.nii.gz'],scd_20230713,0,20
98,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGray_Choice_0_instance_beta.nii.gz'],scd_20230713,0,20
99,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGray_Choice_1_instance_beta.nii.gz'],scd_20230713,0,20
100,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGray_Choice_2_instance_beta.nii.gz'],scd_20230713,0,20
101,Venn_Choice,56,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Venn_Choice_0_instance_beta.nii.gz'],scd_20230713,0,20
102,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_0_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_1_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_2_0_instance_beta.nii.gz']",scd_20230713,1,11
103,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_0_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_1_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_2_1_instance_beta.nii.gz']",scd_20230713,1,11
104,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_0_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_1_2_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_2_2_instance_beta.nii.gz']",scd_20230713,1,11
