,condition_name,condition_integer,condition_group,beta_path,session,correct,ima
16,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230713,0,19
17,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Nail_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Nail_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Nail_delay_2_instance_beta.nii.gz']",scd_20230713,1,19
18,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230713,1,19
19,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/19/LightGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/LightGray_delay_2_instance_beta.nii.gz']",scd_20230713,1,19
20,Lock,24,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Lock_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Lock_delay_2_instance_beta.nii.gz']",scd_20230713,0,19
21,Venn,28,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/19/Venn_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Venn_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/19/Venn_delay_2_instance_beta.nii.gz']",scd_20230713,0,19
22,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkTurquiose_Choice_instance_beta.nii.gz'],scd_20230713,0,19
23,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230713,0,19
24,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Dodecagon_Choice_instance_beta.nii.gz'],scd_20230713,0,19
25,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Nail_Choice_instance_beta.nii.gz'],scd_20230713,0,19
26,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/LightGreen_Choice_instance_beta.nii.gz'],scd_20230713,0,19
27,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/19/LightGray_Choice_instance_beta.nii.gz'],scd_20230713,0,19
28,Lock_Choice,52,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Lock_Choice_instance_beta.nii.gz'],scd_20230713,0,19
29,Venn_Choice,56,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/19/Venn_Choice_instance_beta.nii.gz'],scd_20230713,0,19
30,DarkTurquiose,4,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_delay_2_instance_beta.nii.gz']",scd_20230713,0,20
31,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230713,1,20
32,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230713,0,20
33,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Nail_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Nail_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Nail_delay_2_instance_beta.nii.gz']",scd_20230713,1,20
34,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230713,1,20
35,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/LightGray_delay_2_instance_beta.nii.gz']",scd_20230713,0,20
36,Venn,28,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/20/Venn_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Venn_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/20/Venn_delay_2_instance_beta.nii.gz']",scd_20230713,0,20
37,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/DarkTurquiose_Choice_instance_beta.nii.gz'],scd_20230713,0,20
38,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230713,0,20
39,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Dodecagon_Choice_instance_beta.nii.gz'],scd_20230713,0,20
40,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Nail_Choice_instance_beta.nii.gz'],scd_20230713,0,20
41,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGreen_Choice_instance_beta.nii.gz'],scd_20230713,0,20
42,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/20/LightGray_Choice_instance_beta.nii.gz'],scd_20230713,0,20
43,Venn_Choice,56,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/20/Venn_Choice_instance_beta.nii.gz'],scd_20230713,0,20
44,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230713,1,11
45,DarkPurple,6,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/11/DarkPurple_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkPurple_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkPurple_delay_2_instance_beta.nii.gz']",scd_20230713,0,11
46,DarkGray,7,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/11/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230713,0,11
47,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/11/Nail_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Nail_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Nail_delay_2_instance_beta.nii.gz']",scd_20230713,1,11
48,Puzzle,13,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/11/Puzzle_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Puzzle_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Puzzle_delay_2_instance_beta.nii.gz']",scd_20230713,1,11
49,Hat,14,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/11/Hat_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Hat_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Hat_delay_2_instance_beta.nii.gz']",scd_20230713,0,11
50,LightPurple,20,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/11/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230713,1,11
51,Rabbit,27,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/11/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/11/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230713,0,11
52,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/11/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230713,0,11
53,DarkPurple_Choice,34,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/11/DarkPurple_Choice_instance_beta.nii.gz'],scd_20230713,0,11
54,DarkGray_Choice,35,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/11/DarkGray_Choice_instance_beta.nii.gz'],scd_20230713,0,11
55,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/11/Nail_Choice_instance_beta.nii.gz'],scd_20230713,0,11
56,Puzzle_Choice,41,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/11/Puzzle_Choice_instance_beta.nii.gz'],scd_20230713,0,11
57,Hat_Choice,42,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/11/Hat_Choice_instance_beta.nii.gz'],scd_20230713,0,11
58,LightPurple_Choice,48,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/11/LightPurple_Choice_instance_beta.nii.gz'],scd_20230713,0,11
59,Rabbit_Choice,55,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/11/Rabbit_Choice_instance_beta.nii.gz'],scd_20230713,0,11
60,DarkYellow,2,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/21/DarkYellow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/DarkYellow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/DarkYellow_delay_2_instance_beta.nii.gz']",scd_20230713,1,21
61,DarkTurquiose,4,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/21/DarkTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/DarkTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/DarkTurquiose_delay_2_instance_beta.nii.gz']",scd_20230713,0,21
62,Spike,9,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/21/Spike_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Spike_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Spike_delay_2_instance_beta.nii.gz']",scd_20230713,0,21
63,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/21/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230713,0,21
64,LightYellow,16,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/21/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230713,0,21
65,LightBlue,19,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/21/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230713,0,21
66,Diamond,23,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/21/Diamond_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Diamond_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Diamond_delay_2_instance_beta.nii.gz']",scd_20230713,0,21
67,Sawblade,26,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/21/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/21/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230713,1,21
68,DarkYellow_Choice,30,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/21/DarkYellow_Choice_instance_beta.nii.gz'],scd_20230713,0,21
69,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/21/DarkTurquiose_Choice_instance_beta.nii.gz'],scd_20230713,0,21
70,Spike_Choice,37,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/21/Spike_Choice_instance_beta.nii.gz'],scd_20230713,0,21
71,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/21/Dodecagon_Choice_instance_beta.nii.gz'],scd_20230713,0,21
72,LightYellow_Choice,44,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/21/LightYellow_Choice_instance_beta.nii.gz'],scd_20230713,0,21
73,LightBlue_Choice,47,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/21/LightBlue_Choice_instance_beta.nii.gz'],scd_20230713,0,21
74,Diamond_Choice,51,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/21/Diamond_Choice_instance_beta.nii.gz'],scd_20230713,0,21
75,Sawblade_Choice,54,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/21/Sawblade_Choice_instance_beta.nii.gz'],scd_20230713,0,21
76,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/8/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230713,1,8
77,DarkPurple,6,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/8/DarkPurple_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/DarkPurple_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/DarkPurple_delay_2_instance_beta.nii.gz']",scd_20230713,0,8
78,DarkGray,7,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/8/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230713,0,8
79,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/8/Nail_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Nail_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Nail_delay_2_instance_beta.nii.gz']",scd_20230713,1,8
80,Puzzle,13,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/8/Puzzle_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Puzzle_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Puzzle_delay_2_instance_beta.nii.gz']",scd_20230713,0,8
81,Hat,14,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/8/Hat_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Hat_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Hat_delay_2_instance_beta.nii.gz']",scd_20230713,0,8
82,LightPurple,20,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/8/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230713,0,8
83,Rabbit,27,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/8/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/8/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230713,0,8
84,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/8/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230713,0,8
85,DarkPurple_Choice,34,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/8/DarkPurple_Choice_instance_beta.nii.gz'],scd_20230713,0,8
86,DarkGray_Choice,35,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/8/DarkGray_Choice_instance_beta.nii.gz'],scd_20230713,0,8
87,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/8/Nail_Choice_instance_beta.nii.gz'],scd_20230713,0,8
88,Puzzle_Choice,41,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/8/Puzzle_Choice_instance_beta.nii.gz'],scd_20230713,0,8
89,Hat_Choice,42,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/8/Hat_Choice_instance_beta.nii.gz'],scd_20230713,0,8
90,LightPurple_Choice,48,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/8/LightPurple_Choice_instance_beta.nii.gz'],scd_20230713,0,8
91,Rabbit_Choice,55,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/8/Rabbit_Choice_instance_beta.nii.gz'],scd_20230713,0,8
92,DarkRed,1,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/14/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230713,1,14
93,UpArrow,8,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/14/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230713,1,14
94,LightYellow,16,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/14/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230713,0,14
95,LightTurquiose,18,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/14/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230713,1,14
96,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/14/LightGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/LightGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/LightGray_delay_2_instance_beta.nii.gz']",scd_20230713,0,14
97,Diamond,23,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/14/Diamond_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/Diamond_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/Diamond_delay_2_instance_beta.nii.gz']",scd_20230713,0,14
98,Venn,28,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/14/Venn_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/Venn_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/14/Venn_delay_2_instance_beta.nii.gz']",scd_20230713,0,14
99,DarkRed_Choice,29,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/14/DarkRed_Choice_instance_beta.nii.gz'],scd_20230713,0,14
100,UpArrow_Choice,36,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/14/UpArrow_Choice_instance_beta.nii.gz'],scd_20230713,0,14
101,LightYellow_Choice,44,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/14/LightYellow_Choice_instance_beta.nii.gz'],scd_20230713,0,14
102,LightTurquiose_Choice,46,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/14/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230713,0,14
103,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230713/14/LightGray_Choice_instance_beta.nii.gz'],scd_20230713,0,14
104,Diamond_Choice,51,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/14/Diamond_Choice_instance_beta.nii.gz'],scd_20230713,0,14
105,Venn_Choice,56,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230713/14/Venn_Choice_instance_beta.nii.gz'],scd_20230713,0,14
106,DarkTurquiose,4,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/16/DarkTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/16/DarkTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/16/DarkTurquiose_delay_2_instance_beta.nii.gz']",scd_20230713,0,16
107,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230713/16/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/16/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/16/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230713,1,16
108,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230713/16/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/16/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230713/16/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230713,0,16
