,condition_name,condition_integer,condition_group,beta_path,session,correct,ima
27,Hourglass_Choice,50,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/21/Hourglass_Choice_instance_beta.nii.gz'],scd_20230407,0,21
28,DarkBlue,5,colored_blobs,"['subjects/wooster/sessions/scd_20230407/14/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230407,1,14
29,Nail,12,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/14/Nail_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/Nail_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/Nail_delay_2_instance_beta.nii.gz']",scd_20230407,1,14
30,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230407/14/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230407,1,14
31,LightTurquiose,18,colored_blobs,"['subjects/wooster/sessions/scd_20230407/14/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230407,1,14
32,LightBlue,19,colored_blobs,"['subjects/wooster/sessions/scd_20230407/14/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230407,1,14
33,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/14/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/Lock_delay_2_instance_beta.nii.gz']",scd_20230407,1,14
34,Sawblade,26,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/14/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/14/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230407,1,14
35,DarkBlue_Choice,33,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/14/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230407,0,14
36,Nail_Choice,40,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/14/Nail_Choice_instance_beta.nii.gz'],scd_20230407,0,14
37,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/14/LightGreen_Choice_instance_beta.nii.gz'],scd_20230407,0,14
38,LightTurquiose_Choice,46,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/14/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230407,0,14
39,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/14/LightBlue_Choice_instance_beta.nii.gz'],scd_20230407,0,14
40,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/14/Lock_Choice_instance_beta.nii.gz'],scd_20230407,0,14
41,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/14/Sawblade_Choice_instance_beta.nii.gz'],scd_20230407,0,14
42,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230407/27/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230407,1,27
43,DarkBlue,5,colored_blobs,"['subjects/wooster/sessions/scd_20230407/27/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230407,1,27
44,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/27/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230407,1,27
45,LightYellow,16,colored_blobs,"['subjects/wooster/sessions/scd_20230407/27/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230407,1,27
46,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230407/27/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230407,0,27
47,Diamond,23,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/27/Diamond_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/Diamond_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/Diamond_delay_2_instance_beta.nii.gz']",scd_20230407,1,27
48,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/27/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/27/Lock_delay_2_instance_beta.nii.gz']",scd_20230407,1,27
49,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/27/DarkRed_Choice_instance_beta.nii.gz'],scd_20230407,0,27
50,DarkBlue_Choice,33,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/27/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230407,0,27
51,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/27/UpArrow_Choice_instance_beta.nii.gz'],scd_20230407,0,27
52,LightYellow_Choice,44,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/27/LightYellow_Choice_instance_beta.nii.gz'],scd_20230407,0,27
53,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/27/LightGreen_Choice_instance_beta.nii.gz'],scd_20230407,0,27
54,Diamond_Choice,51,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/27/Diamond_Choice_instance_beta.nii.gz'],scd_20230407,0,27
55,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/27/Lock_Choice_instance_beta.nii.gz'],scd_20230407,0,27
56,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230407/23/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230407,0,23
57,DarkGreen,3,colored_blobs,"['subjects/wooster/sessions/scd_20230407/23/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230407,1,23
58,DarkTurquiose,4,colored_blobs,"['subjects/wooster/sessions/scd_20230407/23/DarkTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/DarkTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/DarkTurquiose_delay_2_instance_beta.nii.gz']",scd_20230407,1,23
59,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/23/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230407,1,23
60,Bar,10,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/23/Bar_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/Bar_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/Bar_delay_2_instance_beta.nii.gz']",scd_20230407,1,23
61,Dodecagon,11,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/23/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230407,0,23
62,LightRed,15,colored_blobs,"['subjects/wooster/sessions/scd_20230407/23/LightRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/LightRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/LightRed_delay_2_instance_beta.nii.gz']",scd_20230407,1,23
63,Hourglass,22,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/23/Hourglass_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/Hourglass_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/23/Hourglass_delay_2_instance_beta.nii.gz']",scd_20230407,1,23
64,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/23/DarkRed_Choice_instance_beta.nii.gz'],scd_20230407,0,23
65,DarkGreen_Choice,31,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/23/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230407,0,23
66,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/23/DarkTurquiose_Choice_instance_beta.nii.gz'],scd_20230407,0,23
67,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/23/UpArrow_Choice_instance_beta.nii.gz'],scd_20230407,0,23
68,Bar_Choice,38,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/23/Bar_Choice_instance_beta.nii.gz'],scd_20230407,0,23
69,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/23/Dodecagon_Choice_instance_beta.nii.gz'],scd_20230407,0,23
70,LightRed_Choice,43,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/23/LightRed_Choice_instance_beta.nii.gz'],scd_20230407,0,23
71,Hourglass_Choice,50,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/23/Hourglass_Choice_instance_beta.nii.gz'],scd_20230407,0,23
72,DarkTurquiose,4,colored_blobs,"['subjects/wooster/sessions/scd_20230407/10/DarkTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/DarkTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/DarkTurquiose_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
73,DarkGray,7,colored_blobs,"['subjects/wooster/sessions/scd_20230407/10/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
74,Dodecagon,11,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/10/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
75,Hat,14,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/10/Hat_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Hat_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Hat_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
76,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230407/10/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
77,LightPurple,20,colored_blobs,"['subjects/wooster/sessions/scd_20230407/10/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
78,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/10/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Lock_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
79,Rabbit,27,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/10/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/10/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230407,1,10
80,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/10/DarkTurquiose_Choice_instance_beta.nii.gz'],scd_20230407,0,10
81,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/10/DarkGray_Choice_instance_beta.nii.gz'],scd_20230407,0,10
82,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/10/Dodecagon_Choice_instance_beta.nii.gz'],scd_20230407,0,10
83,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/10/Hat_Choice_instance_beta.nii.gz'],scd_20230407,0,10
84,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/10/LightGreen_Choice_instance_beta.nii.gz'],scd_20230407,0,10
85,LightPurple_Choice,48,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/10/LightPurple_Choice_instance_beta.nii.gz'],scd_20230407,0,10
86,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/10/Lock_Choice_instance_beta.nii.gz'],scd_20230407,0,10
87,Rabbit_Choice,55,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/10/Rabbit_Choice_instance_beta.nii.gz'],scd_20230407,0,10
88,DarkBlue,5,colored_blobs,"['subjects/wooster/sessions/scd_20230407/16/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230407,0,16
89,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230407/16/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230407,1,16
90,LightTurquiose,18,colored_blobs,"['subjects/wooster/sessions/scd_20230407/16/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230407,1,16
91,LightBlue,19,colored_blobs,"['subjects/wooster/sessions/scd_20230407/16/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230407,0,16
92,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/16/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/Lock_delay_2_instance_beta.nii.gz']",scd_20230407,1,16
93,Spade,25,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/16/Spade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/Spade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/Spade_delay_2_instance_beta.nii.gz']",scd_20230407,1,16
94,Sawblade,26,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/16/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/16/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230407,1,16
95,DarkBlue_Choice,33,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/16/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230407,0,16
96,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/16/LightGreen_Choice_instance_beta.nii.gz'],scd_20230407,0,16
97,LightTurquiose_Choice,46,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/16/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230407,0,16
98,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/16/LightBlue_Choice_instance_beta.nii.gz'],scd_20230407,0,16
99,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/16/Lock_Choice_instance_beta.nii.gz'],scd_20230407,0,16
100,Spade_Choice,53,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/16/Spade_Choice_instance_beta.nii.gz'],scd_20230407,0,16
101,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230407/16/Sawblade_Choice_instance_beta.nii.gz'],scd_20230407,0,16
102,DarkTurquiose,4,colored_blobs,"['subjects/wooster/sessions/scd_20230407/17/DarkTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/DarkTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/DarkTurquiose_delay_2_instance_beta.nii.gz']",scd_20230407,1,17
103,DarkBlue,5,colored_blobs,"['subjects/wooster/sessions/scd_20230407/17/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230407,1,17
104,Dodecagon,11,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/17/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230407,1,17
105,Nail,12,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/17/Nail_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/Nail_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/Nail_delay_2_instance_beta.nii.gz']",scd_20230407,1,17
106,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230407/17/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230407,1,17
107,LightTurquiose,18,colored_blobs,"['subjects/wooster/sessions/scd_20230407/17/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230407,1,17
108,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230407/17/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230407/17/Lock_delay_2_instance_beta.nii.gz']",scd_20230407,1,17
109,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/wooster/sessions/scd_20230407/17/DarkTurquiose_Choice_instance_beta.nii.gz'],scd_20230407,0,17
