,Unnamed: 0,condition_name,condition_integer,condition_group,beta_path,session,correct,ima
2928,2928,Rabbit,27,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/20/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/20/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/20/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230806,1,20
2929,2929,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/20/DarkRed_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2930,2930,DarkGreen_Choice,31,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/20/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2931,2931,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/20/DarkGray_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2932,2932,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/20/UpArrow_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2933,2933,Bar_Choice,38,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/20/Bar_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2934,2934,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/20/Hat_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2935,2935,LightPurple_Choice,48,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/20/LightPurple_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2936,2936,Diamond_Choice,51,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/20/Diamond_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2937,2937,Rabbit_Choice,55,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/20/Rabbit_Choice_instance_beta.nii.gz'],scd_20230806,0,20
2938,2938,DarkGreen,3,colored_blobs,"['subjects/wooster/sessions/scd_20230806/16/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230806,0,16
2939,2939,DarkGray,7,colored_blobs,"['subjects/wooster/sessions/scd_20230806/16/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2940,2940,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/16/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2941,2941,Bar,10,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/16/Bar_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Bar_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Bar_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2942,2942,Nail,12,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/16/Nail_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Nail_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Nail_delay_2_instance_beta.nii.gz']",scd_20230806,0,16
2943,2943,Hat,14,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/16/Hat_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Hat_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Hat_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2944,2944,LightYellow,16,colored_blobs,"['subjects/wooster/sessions/scd_20230806/16/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2945,2945,LightTurquiose,18,colored_blobs,"['subjects/wooster/sessions/scd_20230806/16/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2946,2946,LightPurple,20,colored_blobs,"['subjects/wooster/sessions/scd_20230806/16/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2947,2947,Spade,25,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/16/Spade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Spade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Spade_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2948,2948,Rabbit,27,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/16/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/16/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230806,1,16
2949,2949,DarkGreen_Choice,31,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/16/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2950,2950,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/16/DarkGray_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2951,2951,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/16/UpArrow_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2952,2952,Bar_Choice,38,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/16/Bar_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2953,2953,Nail_Choice,40,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/16/Nail_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2954,2954,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/16/Hat_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2955,2955,LightYellow_Choice,44,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/16/LightYellow_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2956,2956,LightTurquiose_Choice,46,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/16/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2957,2957,LightPurple_Choice,48,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/16/LightPurple_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2958,2958,Spade_Choice,53,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/16/Spade_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2959,2959,Rabbit_Choice,55,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/16/Rabbit_Choice_instance_beta.nii.gz'],scd_20230806,0,16
2960,2960,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230806/27/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2961,2961,DarkGreen,3,colored_blobs,"['subjects/wooster/sessions/scd_20230806/27/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2962,2962,DarkGray,7,colored_blobs,"['subjects/wooster/sessions/scd_20230806/27/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2963,2963,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/27/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2964,2964,Bar,10,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/27/Bar_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/Bar_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/Bar_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2965,2965,Nail,12,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/27/Nail_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/Nail_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/Nail_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2966,2966,LightYellow,16,colored_blobs,"['subjects/wooster/sessions/scd_20230806/27/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2967,2967,LightTurquiose,18,colored_blobs,"['subjects/wooster/sessions/scd_20230806/27/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/27/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230806,1,27
2968,2968,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/27/DarkRed_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2969,2969,DarkGreen_Choice,31,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/27/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2970,2970,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/27/DarkGray_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2971,2971,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/27/UpArrow_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2972,2972,Bar_Choice,38,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/27/Bar_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2973,2973,Nail_Choice,40,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/27/Nail_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2974,2974,LightYellow_Choice,44,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/27/LightYellow_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2975,2975,LightTurquiose_Choice,46,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/27/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230806,0,27
2976,2976,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230806/31/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2977,2977,DarkGreen,3,colored_blobs,"['subjects/wooster/sessions/scd_20230806/31/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2978,2978,DarkGray,7,colored_blobs,"['subjects/wooster/sessions/scd_20230806/31/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2979,2979,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/31/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2980,2980,Bar,10,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/31/Bar_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Bar_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Bar_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2981,2981,Nail,12,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/31/Nail_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Nail_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Nail_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2982,2982,Hat,14,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/31/Hat_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Hat_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Hat_delay_2_instance_beta.nii.gz']",scd_20230806,0,31
2983,2983,LightYellow,16,colored_blobs,"['subjects/wooster/sessions/scd_20230806/31/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2984,2984,Diamond,23,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/31/Diamond_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Diamond_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/31/Diamond_delay_2_instance_beta.nii.gz']",scd_20230806,1,31
2985,2985,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/31/DarkRed_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2986,2986,DarkGreen_Choice,31,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/31/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2987,2987,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/31/DarkGray_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2988,2988,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/31/UpArrow_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2989,2989,Bar_Choice,38,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/31/Bar_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2990,2990,Nail_Choice,40,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/31/Nail_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2991,2991,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/31/Hat_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2992,2992,LightYellow_Choice,44,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/31/LightYellow_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2993,2993,Diamond_Choice,51,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/31/Diamond_Choice_instance_beta.nii.gz'],scd_20230806,0,31
2994,2994,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230806/29/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
2995,2995,DarkGreen,3,colored_blobs,"['subjects/wooster/sessions/scd_20230806/29/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
2996,2996,DarkBlue,5,colored_blobs,"['subjects/wooster/sessions/scd_20230806/29/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
2997,2997,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/29/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
2998,2998,Bar,10,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/29/Bar_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Bar_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Bar_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
2999,2999,Nail,12,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/29/Nail_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Nail_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Nail_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
3000,3000,Hat,14,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/29/Hat_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Hat_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Hat_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
3001,3001,LightYellow,16,colored_blobs,"['subjects/wooster/sessions/scd_20230806/29/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
3002,3002,LightPurple,20,colored_blobs,"['subjects/wooster/sessions/scd_20230806/29/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230806,1,29
3003,3003,Diamond,23,uncolored_shapes,"['subjects/wooster/sessions/scd_20230806/29/Diamond_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Diamond_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230806/29/Diamond_delay_2_instance_beta.nii.gz']",scd_20230806,0,29
3004,3004,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/29/DarkRed_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3005,3005,DarkGreen_Choice,31,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/29/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3006,3006,DarkBlue_Choice,33,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/29/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3007,3007,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/29/UpArrow_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3008,3008,Bar_Choice,38,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/29/Bar_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3009,3009,Nail_Choice,40,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/29/Nail_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3010,3010,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230806/29/Hat_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3011,3011,LightYellow_Choice,44,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/29/LightYellow_Choice_instance_beta.nii.gz'],scd_20230806,0,29
3012,3012,LightPurple_Choice,48,colored_blob_choices,['subjects/wooster/sessions/scd_20230806/29/LightPurple_Choice_instance_beta.nii.gz'],scd_20230806,0,29
