,condition_name,condition_integer,condition_group,beta_path,session,correct,ima
14,BShape,4,uncolored_shapes,"['subjects/validate/sessions/vd_20230928/3/BShape_delay_0_2_instance_beta.nii.gz', 'subjects/validate/sessions/vd_20230928/3/BShape_delay_1_2_instance_beta.nii.gz', 'subjects/validate/sessions/vd_20230928/3/BShape_delay_2_2_instance_beta.nii.gz']",vd_20230928,0,3
15,AColor_Choice,5,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/AColor_Choice_0_instance_beta.nii.gz'],vd_20230928,0,3
16,AColor_Choice,5,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/AColor_Choice_1_instance_beta.nii.gz'],vd_20230928,0,3
17,AColor_Choice,5,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/AColor_Choice_2_instance_beta.nii.gz'],vd_20230928,0,3
18,AColor_Choice,5,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/AColor_Choice_3_instance_beta.nii.gz'],vd_20230928,0,3
19,BColor_Choice,6,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/BColor_Choice_0_instance_beta.nii.gz'],vd_20230928,0,3
20,BColor_Choice,6,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/BColor_Choice_1_instance_beta.nii.gz'],vd_20230928,0,3
21,BColor_Choice,6,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/BColor_Choice_2_instance_beta.nii.gz'],vd_20230928,0,3
22,BColor_Choice,6,colored_blob_choices,['subjects/validate/sessions/vd_20230928/3/BColor_Choice_3_instance_beta.nii.gz'],vd_20230928,0,3
23,AShape_Choice,7,uncolored_shape_choices,['subjects/validate/sessions/vd_20230928/3/AShape_Choice_0_instance_beta.nii.gz'],vd_20230928,0,3
24,AShape_Choice,7,uncolored_shape_choices,['subjects/validate/sessions/vd_20230928/3/AShape_Choice_1_instance_beta.nii.gz'],vd_20230928,0,3
25,AShape_Choice,7,uncolored_shape_choices,['subjects/validate/sessions/vd_20230928/3/AShape_Choice_2_instance_beta.nii.gz'],vd_20230928,0,3
26,AShape_Choice,7,uncolored_shape_choices,['subjects/validate/sessions/vd_20230928/3/AShape_Choice_3_instance_beta.nii.gz'],vd_20230928,0,3
27,BShape_Choice,8,uncolored_shape_choices,['subjects/validate/sessions/vd_20230928/3/BShape_Choice_0_instance_beta.nii.gz'],vd_20230928,0,3
28,BShape_Choice,8,uncolored_shape_choices,['subjects/validate/sessions/vd_20230928/3/BShape_Choice_1_instance_beta.nii.gz'],vd_20230928,0,3
29,BShape_Choice,8,uncolored_shape_choices,['subjects/validate/sessions/vd_20230928/3/BShape_Choice_2_instance_beta.nii.gz'],vd_20230928,0,3
