13	14	15	16	17	18	19	20	21	22	4	23	24	5	6	7	8	9	10	11	12
DarkGray	Nail	LightTurquiose	UpArrow	UpArrow	Diamond	LightPurple	Rabbit	LightTurquiose	LightTurquiose	Bar	Hat	LightPurple	LightTurquiose	LightTurquiose	Spade	DarkBlue	Diamond	Spade	UpArrow	Bar
DarkGray_Choice	Nail_Choice	LightTurquiose_Choice	UpArrow_Choice	UpArrow_Choice	Diamond_Choice	LightPurple_Choice	Rabbit_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Bar_Choice	Hat_Choice	LightPurple_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Spade_Choice	DarkBlue_Choice	Diamond_Choice	Spade_Choice	UpArrow_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hat	Hat	Spade	Nail	Nail	DarkRed	UpArrow	DarkBlue	Rabbit	Rabbit	Hat	DarkRed	DarkGreen	Hat	Nail	DarkRed	LightYellow	Bar	Nail	DarkGreen	LightYellow
Hat	Hat	Spade	Nail	Nail	DarkRed	UpArrow	DarkBlue	Rabbit	Rabbit	Hat	DarkRed	DarkGreen	Hat	Nail	DarkRed	LightYellow	Bar	Nail	DarkGreen	LightYellow
Hat	Hat	Spade	Nail	Nail	DarkRed	UpArrow	DarkBlue	Rabbit	Rabbit	Hat	DarkRed	DarkGreen	Hat	Nail	DarkRed	LightYellow	Bar	Nail	DarkGreen	LightYellow
Hat_Choice	Hat_Choice	Spade_Choice	Nail_Choice	Nail_Choice	DarkRed_Choice	UpArrow_Choice	DarkBlue_Choice	Rabbit_Choice	Rabbit_Choice	Hat_Choice	DarkRed_Choice	DarkGreen_Choice	Hat_Choice	Nail_Choice	DarkRed_Choice	LightYellow_Choice	Bar_Choice	Nail_Choice	DarkGreen_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkGray	DarkBlue	DarkRed	DarkRed	DarkRed	Rabbit	DarkRed	Rabbit	Rabbit	Spade	DarkBlue	Hat	Hat	DarkBlue	Hat	Spade	Diamond	Diamond	DarkGreen	Bar
DarkRed	DarkGray	DarkBlue	DarkRed	DarkRed	DarkRed	Rabbit	DarkRed	Rabbit	Rabbit	Spade	DarkBlue	Hat	Hat	DarkBlue	Hat	Spade	Diamond	Diamond	DarkGreen	Bar
DarkRed	DarkGray	DarkBlue	DarkRed	DarkRed	DarkRed	Rabbit	DarkRed	Rabbit	Rabbit	Spade	DarkBlue	Hat	Hat	DarkBlue	Hat	Spade	Diamond	Diamond	DarkGreen	Bar
DarkRed_Choice	DarkGray_Choice	DarkBlue_Choice	DarkRed_Choice	DarkRed_Choice	DarkRed_Choice	Rabbit_Choice	DarkRed_Choice	Rabbit_Choice	Rabbit_Choice	Spade_Choice	DarkBlue_Choice	Hat_Choice	Hat_Choice	DarkBlue_Choice	Hat_Choice	Spade_Choice	Diamond_Choice	Diamond_Choice	DarkGreen_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	DarkBlue	Bar	LightTurquiose	LightTurquiose	Bar	Spade	Spade	DarkGreen	DarkGreen	LightPurple	Diamond	Spade	UpArrow	Diamond	Rabbit	Bar	DarkGray	Nail	Rabbit	UpArrow
DarkGray	DarkBlue	Bar	LightTurquiose	LightTurquiose	Bar	Spade	Spade	DarkGreen	DarkGreen	LightPurple	Diamond	Spade	UpArrow	Diamond	Rabbit	Bar	DarkGray	Nail	Rabbit	UpArrow
DarkGray	DarkBlue	Bar	LightTurquiose	LightTurquiose	Bar	Spade	Spade	DarkGreen	DarkGreen	LightPurple	Diamond	Spade	UpArrow	Diamond	Rabbit	Bar	DarkGray	Nail	Rabbit	UpArrow
DarkGray_Choice	DarkBlue_Choice	Bar_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Bar_Choice	Spade_Choice	Spade_Choice	DarkGreen_Choice	DarkGreen_Choice	LightPurple_Choice	Diamond_Choice	Spade_Choice	UpArrow_Choice	Diamond_Choice	Rabbit_Choice	Bar_Choice	DarkGray_Choice	Nail_Choice	Rabbit_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Spade	Rabbit	Spade	DarkGreen	DarkGreen	Rabbit	DarkRed	Spade	UpArrow	UpArrow	DarkRed	DarkGreen	DarkGreen	DarkGray	LightPurple	DarkGreen	LightPurple	UpArrow	Rabbit	Bar	UpArrow
Spade	Rabbit	Spade	DarkGreen	DarkGreen	Rabbit	DarkRed	Spade	UpArrow	UpArrow	DarkRed	DarkGreen	DarkGreen	DarkGray	LightPurple	DarkGreen	LightPurple	UpArrow	Rabbit	Bar	UpArrow
Spade	Rabbit	Spade	DarkGreen	DarkGreen	Rabbit	DarkRed	Spade	UpArrow	UpArrow	DarkRed	DarkGreen	DarkGreen	DarkGray	LightPurple	DarkGreen	LightPurple	UpArrow	Rabbit	Bar	UpArrow
Spade_Choice	Rabbit_Choice	Spade_Choice	DarkGreen_Choice	DarkGreen_Choice	Rabbit_Choice	DarkRed_Choice	Spade_Choice	UpArrow_Choice	UpArrow_Choice	DarkRed_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkGray_Choice	LightPurple_Choice	DarkGreen_Choice	LightPurple_Choice	UpArrow_Choice	Rabbit_Choice	Bar_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	DarkRed	DarkGreen	Nail	Nail	DarkGray	Nail	LightTurquiose	UpArrow	UpArrow	Diamond	Nail	Spade	Nail	Diamond	DarkGray	DarkBlue	Rabbit	LightYellow	DarkRed	DarkRed
DarkGray	DarkRed	DarkGreen	Nail	Nail	DarkGray	Nail	LightTurquiose	UpArrow	UpArrow	Diamond	Nail	Spade	Nail	Diamond	DarkGray	DarkBlue	Rabbit	LightYellow	DarkRed	DarkRed
DarkGray	DarkRed	DarkGreen	Nail	Nail	DarkGray	Nail	LightTurquiose	UpArrow	UpArrow	Diamond	Nail	Spade	Nail	Diamond	DarkGray	DarkBlue	Rabbit	LightYellow	DarkRed	DarkRed
DarkGray_Choice	DarkRed_Choice	DarkGreen_Choice	Nail_Choice	Nail_Choice	DarkGray_Choice	Nail_Choice	LightTurquiose_Choice	UpArrow_Choice	UpArrow_Choice	Diamond_Choice	Nail_Choice	Spade_Choice	Nail_Choice	Diamond_Choice	DarkGray_Choice	DarkBlue_Choice	Rabbit_Choice	LightYellow_Choice	DarkRed_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow	Rabbit	Spade	DarkGreen	DarkGreen	Rabbit	LightTurquiose	Spade	DarkGreen	DarkGreen	DarkBlue	DarkGray	LightYellow	LightYellow	Spade	DarkGray	LightPurple	Diamond	Diamond	DarkBlue	Nail
LightYellow	Rabbit	Spade	DarkGreen	DarkGreen	Rabbit	LightTurquiose	Spade	DarkGreen	DarkGreen	DarkBlue	DarkGray	LightYellow	LightYellow	Spade	DarkGray	LightPurple	Diamond	Diamond	DarkBlue	Nail
LightYellow	Rabbit	Spade	DarkGreen	DarkGreen	Rabbit	LightTurquiose	Spade	DarkGreen	DarkGreen	DarkBlue	DarkGray	LightYellow	LightYellow	Spade	DarkGray	LightPurple	Diamond	Diamond	DarkBlue	Nail
LightYellow_Choice	Rabbit_Choice	Spade_Choice	DarkGreen_Choice	DarkGreen_Choice	Rabbit_Choice	LightTurquiose_Choice	Spade_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkBlue_Choice	DarkGray_Choice	LightYellow_Choice	LightYellow_Choice	Spade_Choice	DarkGray_Choice	LightPurple_Choice	Diamond_Choice	Diamond_Choice	DarkBlue_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue	DarkBlue	Spade	LightYellow	LightYellow	LightTurquiose	DarkRed	DarkBlue	DarkRed	DarkRed	DarkGray	Nail	Nail	Rabbit	LightYellow	DarkGreen	Nail	DarkGreen	LightTurquiose	DarkRed	LightPurple
DarkBlue	DarkBlue	Spade	LightYellow	LightYellow	LightTurquiose	DarkRed	DarkBlue	DarkRed	DarkRed	DarkGray	Nail	Nail	Rabbit	LightYellow	DarkGreen	Nail	DarkGreen	LightTurquiose	DarkRed	LightPurple
DarkBlue	DarkBlue	Spade	LightYellow	LightYellow	LightTurquiose	DarkRed	DarkBlue	DarkRed	DarkRed	DarkGray	Nail	Nail	Rabbit	LightYellow	DarkGreen	Nail	DarkGreen	LightTurquiose	DarkRed	LightPurple
DarkBlue_Choice	DarkBlue_Choice	Spade_Choice	LightYellow_Choice	LightYellow_Choice	LightTurquiose_Choice	DarkRed_Choice	DarkBlue_Choice	DarkRed_Choice	DarkRed_Choice	DarkGray_Choice	Nail_Choice	Nail_Choice	Rabbit_Choice	LightYellow_Choice	DarkGreen_Choice	Nail_Choice	DarkGreen_Choice	LightTurquiose_Choice	DarkRed_Choice	LightPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	DarkGreen	Diamond	Nail	Nail	LightYellow	LightTurquiose	Nail	DarkGray	DarkGray	LightTurquiose	Rabbit	UpArrow	Nail	DarkGray	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow	DarkGray
UpArrow	DarkGreen	Diamond	Nail	Nail	LightYellow	LightTurquiose	Nail	DarkGray	DarkGray	LightTurquiose	Rabbit	UpArrow	Nail	DarkGray	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow	DarkGray
UpArrow	DarkGreen	Diamond	Nail	Nail	LightYellow	LightTurquiose	Nail	DarkGray	DarkGray	LightTurquiose	Rabbit	UpArrow	Nail	DarkGray	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow	DarkGray
UpArrow_Choice	DarkGreen_Choice	Diamond_Choice	Nail_Choice	Nail_Choice	LightYellow_Choice	LightTurquiose_Choice	Nail_Choice	DarkGray_Choice	DarkGray_Choice	LightTurquiose_Choice	Rabbit_Choice	UpArrow_Choice	Nail_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	DarkRed_Choice	DarkBlue_Choice	LightYellow_Choice	DarkGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightTurquiose	Diamond	Hat	LightTurquiose	LightTurquiose	DarkGreen	DarkGray	Nail	DarkGreen	DarkGreen	Rabbit	UpArrow	LightTurquiose	Bar	Diamond	Diamond	LightPurple	LightPurple	DarkBlue	UpArrow	LightPurple
LightTurquiose	Diamond	Hat	LightTurquiose	LightTurquiose	DarkGreen	DarkGray	Nail	DarkGreen	DarkGreen	Rabbit	UpArrow	LightTurquiose	Bar	Diamond	Diamond	LightPurple	LightPurple	DarkBlue	UpArrow	LightPurple
LightTurquiose	Diamond	Hat	LightTurquiose	LightTurquiose	DarkGreen	DarkGray	Nail	DarkGreen	DarkGreen	Rabbit	UpArrow	LightTurquiose	Bar	Diamond	Diamond	LightPurple	LightPurple	DarkBlue	UpArrow	LightPurple
LightTurquiose_Choice	Diamond_Choice	Hat_Choice	LightTurquiose_Choice	LightTurquiose_Choice	DarkGreen_Choice	DarkGray_Choice	Nail_Choice	DarkGreen_Choice	DarkGreen_Choice	Rabbit_Choice	UpArrow_Choice	LightTurquiose_Choice	Bar_Choice	Diamond_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice	UpArrow_Choice	LightPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	Rabbit	LightTurquiose	UpArrow	UpArrow	Hat	Bar	DarkGreen	Diamond	Diamond	Rabbit	Diamond	Nail	DarkGreen	LightYellow	UpArrow	LightTurquiose	Rabbit	Hat	DarkBlue	UpArrow
DarkGray	Rabbit	LightTurquiose	UpArrow	UpArrow	Hat	Bar	DarkGreen	Diamond	Diamond	Rabbit	Diamond	Nail	DarkGreen	LightYellow	UpArrow	LightTurquiose	Rabbit	Hat	DarkBlue	UpArrow
DarkGray	Rabbit	LightTurquiose	UpArrow	UpArrow	Hat	Bar	DarkGreen	Diamond	Diamond	Rabbit	Diamond	Nail	DarkGreen	LightYellow	UpArrow	LightTurquiose	Rabbit	Hat	DarkBlue	UpArrow
DarkGray_Choice	Rabbit_Choice	LightTurquiose_Choice	UpArrow_Choice	UpArrow_Choice	Hat_Choice	Bar_Choice	DarkGreen_Choice	Diamond_Choice	Diamond_Choice	Rabbit_Choice	Diamond_Choice	Nail_Choice	DarkGreen_Choice	LightYellow_Choice	UpArrow_Choice	LightTurquiose_Choice	Rabbit_Choice	Hat_Choice	DarkBlue_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	Hat	Bar	Bar	Bar	LightPurple	Nail	Rabbit	Diamond	Diamond	Spade	UpArrow	Bar	LightPurple	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	Hat
Bar	Hat	Bar	Bar	Bar	LightPurple	Nail	Rabbit	Diamond	Diamond	Spade	UpArrow	Bar	LightPurple	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	Hat
Bar	Hat	Bar	Bar	Bar	LightPurple	Nail	Rabbit	Diamond	Diamond	Spade	UpArrow	Bar	LightPurple	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	Hat
Bar_Choice	Hat_Choice	Bar_Choice	Bar_Choice	Bar_Choice	LightPurple_Choice	Nail_Choice	Rabbit_Choice	Diamond_Choice	Diamond_Choice	Spade_Choice	UpArrow_Choice	Bar_Choice	LightPurple_Choice	Hat_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice	LightTurquiose_Choice	Hat_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	DarkGreen	DarkGray	LightTurquiose	LightTurquiose	Spade	Spade	LightPurple	Spade	Spade	UpArrow	Nail	UpArrow	LightYellow	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	Nail
Bar	DarkGreen	DarkGray	LightTurquiose	LightTurquiose	Spade	Spade	LightPurple	Spade	Spade	UpArrow	Nail	UpArrow	LightYellow	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	Nail
Bar	DarkGreen	DarkGray	LightTurquiose	LightTurquiose	Spade	Spade	LightPurple	Spade	Spade	UpArrow	Nail	UpArrow	LightYellow	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	Nail
Bar_Choice	DarkGreen_Choice	DarkGray_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Spade_Choice	Spade_Choice	LightPurple_Choice	Spade_Choice	Spade_Choice	UpArrow_Choice	Nail_Choice	UpArrow_Choice	LightYellow_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice	DarkRed_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
